"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Car ter de atendimento nÆo informado"";""Total"""
"""431417 PEDRAS ALTAS"";1005;-;-;-;-;-;16198;-;17203"
"""431420 PEDRO OSORIO"";1053;37472;-;-;-;-;24260;-;62785"
"""431430 PEJUCARA"";3717;5556;-;-;-;-;2244;-;11517"
"""431440 PELOTAS"";4223878;51273;72;11;4;176;2312058;-;6587472"
"""431442 PICADA CAFE"";2272;80;-;-;-;-;199;-;2551"
"""431445 PINHAL"";-;-;-;-;-;-;2129;-;2129"
"""431446 PINHAL DA SERRA"";230;-;-;-;-;-;1512;-;1742"
"""431447 PINHAL GRANDE"";-;15;-;-;-;-;2774;-;2789"
"""431449 PINHEIRINHO DO VALE"";-;-;-;-;-;-;27391;-;27391"
"""431450 PINHEIRO MACHADO"";137244;-;-;-;-;-;27160;-;164404"
"""431454 PINTO BANDEIRA"";-;-;-;-;-;-;405;-;405"
"""431455 PIRAPO"";4837;-;-;-;-;-;151;-;4988"
"""431460 PIRATINI"";24421;3693;20;-;-;-;195640;-;223774"
"""431470 PLANALTO"";1987;20332;-;-;-;-;5507;-;27826"
"""431475 POCO DAS ANTAS"";-;-;-;-;-;-;2296;-;2296"
"""431477 PONTAO"";200;-;-;-;-;-;228;-;428"
"""431478 PONTE PRETA"";267;-;-;-;-;-;471;-;738"
"""431480 PORTAO"";195167;3118;-;-;-;-;363158;-;561443"
"""431490 PORTO ALEGRE"";34456189;1967572;52;102;9;461;12420579;-;48844964"
"""431500 PORTO LUCENA"";7704;1237;-;-;-;-;35277;-;44218"
"""431505 PORTO MAUA"";160;-;-;-;-;-;124;-;284"
"""431507 PORTO VERA CRUZ"";198;-;-;-;-;-;3149;-;3347"
"""431510 PORTO XAVIER"";15322;-;-;-;-;-;24847;-;40169"
"""431513 POUSO NOVO"";203;-;-;-;-;-;491;-;694"
"""431514 PRESIDENTE LUCENA"";3912;-;-;-;-;-;14405;-;18317"
"""431515 PROGRESSO"";458;5156;-;-;-;-;26843;-;32457"
"""431517 PROTASIO ALVES"";-;-;-;-;-;-;213;-;213"
"""431520 PUTINGA"";-;-;-;-;-;-;3691;-;3691"
"""431530 QUARAI"";113952;7657;-;-;1;-;288490;-;410100"
"""431531 QUATRO IRMAOS"";-;-;-;-;-;-;364;-;364"
"""431532 QUEVEDOS"";1294;-;-;-;-;-;7493;-;8787"
"""431535 QUINZE DE NOVEMBRO"";32;1341;-;-;-;-;4938;-;6311"
"""431540 REDENTORA"";15884;-;-;-;-;-;498;-;16382"
"""431550 RESTINGA SECA"";89548;2657;-;-;-;-;74303;-;166508"
"""431555 RIO DOS INDIOS"";995;-;-;-;-;-;47;-;1042"
"""431560 RIO GRANDE"";297424;144819;12;-;-;-;1353399;-;1795654"
"""431570 RIO PARDO"";16270;26725;20;-;-;-;348616;-;391631"
"""431575 RIOZINHO"";1090;443;-;-;-;-;51408;-;52941"
"""431580 ROCA SALES"";21;647;-;-;-;-;96146;-;96814"
"""431590 RODEIO BONITO"";33587;18966;-;-;-;-;19813;-;72366"
"""431595 ROLADOR"";-;-;-;-;-;-;679;-;679"
"""431600 ROLANTE"";43812;1742;3;-;-;-;184102;-;229659"
"""431610 RONDA ALTA"";24381;48117;6;2;-;-;39219;-;111725"
"""431620 RONDINHA"";15979;12382;-;6;-;-;8911;-;37278"
"""431630 ROQUE GONZALES"";9999;2635;-;-;-;-;481;-;13115"
"""431640 ROSARIO DO SUL"";110953;56928;-;-;-;-;40033;-;207914"
"""431642 SAGRADA FAMILIA"";102;-;-;-;-;-;1669;-;1771"
"""431643 SALDANHA MARINHO"";5782;1;-;-;-;-;5583;-;11366"
"""431645 SALTO DO JACUI"";3;956;1;-;-;-;36365;-;37325"
"""431647 SALVADOR DAS MISSOES"";2146;-;-;-;-;-;411;-;2557"
"""431650 SALVADOR DO SUL"";31723;9173;-;-;-;-;1737;-;42633"
"""431660 SANANDUVA"";271869;103071;-;-;-;-;2300;-;377240"
"""431670 SANTA BARBARA DO SUL"";8516;808;-;-;2;-;34551;-;43877"
"""431675 SANTA CLARA DO SUL"";2364;-;-;-;-;-;39472;-;41836"
"""431680 SANTA CRUZ DO SUL"";2975390;393791;5;17;-;2;2613716;-;5982921"
"""431690 SANTA MARIA"";3979546;56843;7;4;-;1;2426873;-;6463274"
"""431695 SANTA MARIA DO HERVAL"";1449;256;-;-;-;-;43114;-;44819"
"""431697 SANTA MARGARIDA DO SUL"";-;-;-;-;-;-;10;-;10"
"""431700 SANTANA DA BOA VISTA"";1988;-;-;-;-;-;38343;-;40331"
"""431710 SANT'ANA DO LIVRAMENTO"";280195;1401;11;4;-;21;971363;-;1252995"
"""431720 SANTA ROSA"";2330103;16617;12;2;1;-;1943706;-;4290441"
"""431725 SANTA TEREZA"";2702;-;-;-;-;-;308;-;3010"
"""431730 SANTA VITORIA DO PALMAR"";68585;6647;-;2;-;-;189736;-;264970"
"""431740 SANTIAGO"";63747;1123;1;-;2;10;582482;-;647365"
"""431750 SANTO ANGELO"";2596399;73021;5;-;-;10;174785;-;2844220"
"""431760 SANTO ANTONIO DA PATRULHA"";157682;10172;-;-;1;-;624428;-;792283"
"""431770 SANTO ANTONIO DAS MISSOES"";19451;-;-;-;-;-;1029;-;20480"
"""431775 SANTO ANTONIO DO PLANALTO"";511;-;-;-;-;-;23977;-;24488"
"""431780 SANTO AUGUSTO"";56020;56963;-;-;-;-;2948;-;115931"
"""431790 SANTO CRISTO"";12094;2754;-;-;-;-;81406;-;96254"
"""431795 SANTO EXPEDITO DO SUL"";35;-;-;-;-;-;2185;-;2220"
"""431800 SAO BORJA"";195261;5214;3;1;-;-;520372;-;720851"
"""431805 SAO DOMINGOS DO SUL"";-;-;-;-;-;-;12814;-;12814"
"""431810 SAO FRANCISCO DE ASSIS"";7404;3274;-;-;-;-;194306;-;204984"
"""431820 SAO FRANCISCO DE PAULA"";22426;2035;-;-;-;-;328831;-;353292"
"""431830 SAO GABRIEL"";56446;7793;-;2;-;-;411852;-;476093"
"""431840 SAO JERONIMO"";26488;5040;-;-;-;-;195665;-;227193"
"""431842 SAO JOAO DA URTIGA"";24502;-;-;-;-;-;1020;-;25522"
"""431843 SAO JOAO DO POLESINE"";-;833;-;-;-;-;29448;-;30281"
"""431844 SAO JORGE"";-;-;-;-;-;-;15095;-;15095"
"""431845 SAO JOSE DAS MISSOES"";211;-;-;-;-;-;-;-;211"
"""431846 SAO JOSE DO HERVAL"";665;148;-;-;-;-;7061;-;7874"
"""431848 SAO JOSE DO HORTENCIO"";459;-;-;-;-;-;3704;-;4163"
"""431849 SAO JOSE DO INHACORA"";-;-;-;-;-;-;510355;-;510355"
"""431850 SAO JOSE DO NORTE"";21973;65343;-;-;1;3;50909;-;138229"
"""431860 SAO JOSE DO OURO"";11625;43505;1;-;-;-;1450;-;56581"
"""431862 SAO JOSE DOS AUSENTES"";2158;3;-;-;-;-;34776;-;36937"
"""431870 SAO LEOPOLDO"";300063;253299;18;31;4;-;1090553;-;1643968"
"""431880 SAO LOURENCO DO SUL"";106440;83885;-;-;-;-;301778;-;492103"
"""431890 SAO LUIZ GONZAGA"";227170;14;-;-;-;-;58068;-;285252"
"""431900 SAO MARCOS"";33002;231;-;-;-;-;40663;-;73896"
"""431910 SAO MARTINHO"";3879;12435;-;-;-;-;112;-;16426"
"""431912 SAO MARTINHO DA SERRA"";-;-;-;-;-;-;93;-;93"
"""431915 SAO MIGUEL DAS MISSOES"";34584;2791;-;-;-;-;352;-;37727"
"""431920 SAO NICOLAU"";9500;2;-;-;-;-;618;-;10120"
"""431930 SAO PAULO DAS MISSOES"";2977;996;-;-;-;-;18575;-;22548"
"""431935 SAO PEDRO DA SERRA"";5;-;-;-;-;-;1509;-;1514"
"""431936 SAO PEDRO DAS MISSOES"";100;-;-;-;-;-;274;-;374"
"""431937 SAO PEDRO DO BUTIA"";3892;-;-;-;-;-;221;-;4113"
"""431940 SAO PEDRO DO SUL"";729;1931;-;-;-;-;88223;-;90883"
"""431950 SAO SEBASTIAO DO CAI"";10691;3670;-;-;-;-;164307;-;178668"
"""431960 SAO SEPE"";34175;3057;-;-;-;-;148570;-;185802"
"""431970 SAO VALENTIM"";11524;34;-;-;-;-;111;-;11669"
"""431971 SAO VALENTIM DO SUL"";-;-;-;-;-;-;12;-;12"
"""431973 SAO VALERIO DO SUL"";-;-;-;-;-;-;103;-;103"
"""431975 SAO VENDELINO"";-;-;-;-;-;-;107;-;107"
"""431980 SAO VICENTE DO SUL"";4223;-;-;-;-;-;21430;-;25653"
"""431990 SAPIRANGA"";312524;72;-;-;-;-;352952;-;665548"
"""432000 SAPUCAIA DO SUL"";362421;18706;-;5;-;-;2181862;-;2562994"
"""432010 SARANDI"";13283;2706;-;-;-;-;89239;-;105228"
"""432020 SEBERI"";57449;36861;11;-;-;-;49240;-;143561"
"""432023 SEDE NOVA"";219;-;-;-;-;-;298;-;517"
"""432026 SEGREDO"";14579;-;-;-;-;-;310;-;14889"
"""432030 SELBACH"";43;24;-;-;-;-;5404;-;5471"
"""432032 SENADOR SALGADO FILHO"";2846;2;4;-;2;-;43818;-;46672"
"""432040 SERAFINA CORREA"";13306;61367;-;-;-;-;95124;-;169797"
"""432045 SERIO"";230;-;-;-;-;-;57;-;287"
"""432050 SERTAO"";2786;11732;-;-;-;-;12285;-;26803"
"""432055 SERTAO SANTANA"";14460;-;-;-;-;-;562;-;15022"
"""432057 SETE DE SETEMBRO"";837;-;-;-;-;-;321;-;1158"
"""432060 SEVERIANO DE ALMEIDA"";1127;506;-;-;-;-;16718;-;18351"
"""432065 SILVEIRA MARTINS"";-;-;-;-;-;-;76;-;76"
"""432067 SINIMBU"";40;553;-;-;-;-;60917;-;61510"
"""432070 SOBRADINHO"";61701;12145;7;-;-;-;15431;-;89284"
"""432080 SOLEDADE"";55283;151971;1;-;-;-;246087;-;453342"
"""432085 TABAI"";-;-;-;-;-;-;170;-;170"
"""432090 TAPEJARA"";89663;138207;-;-;-;-;80795;-;308665"
"""432100 TAPERA"";1759;50720;-;-;-;-;91376;-;143855"
"""432110 TAPES"";29636;161;-;-;-;-;19908;-;49705"
"""432120 TAQUARA"";92289;37069;-;-;-;-;386777;-;516135"
"""432130 TAQUARI"";11538;2937;-;-;-;-;150916;-;165391"
"""432132 TAQUARUCU DO SUL"";27548;4;-;-;-;-;102;-;27654"
"""432135 TAVARES"";2290;84;-;-;-;-;25492;-;27866"
"""432140 TENENTE PORTELA"";155528;8983;29;-;-;-;477191;-;641731"
"""432143 TERRA DE AREIA"";32689;-;-;-;-;-;104792;-;137481"
"""432145 TEUTONIA"";73436;6300;-;-;-;-;520487;-;600223"
"""432146 TIO HUGO"";4839;-;-;4;-;-;3368;-;8211"
"""432147 TIRADENTES DO SUL"";18;124;-;-;-;-;9211;-;9353"
"""432149 TOROPI"";100;-;-;-;-;-;1691;-;1791"
"""432150 TORRES"";138034;3253;-;-;-;-;441425;-;582712"
"""432160 TRAMANDAI"";97829;10854;1;-;-;-;603639;-;712323"
"""432162 TRAVESSEIRO"";202;-;-;-;-;-;3693;-;3895"
"""432163 TRES ARROIOS"";698;474;-;-;2;-;11956;-;13130"
"""432166 TRES CACHOEIRAS"";28003;-;-;-;-;-;13722;-;41725"
"""432170 TRES COROAS"";130662;717;-;-;-;-;58682;-;190061"
"""432180 TRES DE MAIO"";200184;97648;5;-;-;-;33868;-;331705"
"""432183 TRES FORQUILHAS"";2599;-;-;-;-;-;7490;-;10089"
"""432185 TRES PALMEIRAS"";-;-;-;-;-;-;20247;-;20247"
"""432190 TRES PASSOS"";16458;5518;-;-;-;-;311267;-;333243"
"""432195 TRINDADE DO SUL"";7963;6541;-;-;2;-;24888;-;39394"
"""432200 TRIUNFO"";35793;881;-;-;-;-;108062;-;144736"
"""432210 TUCUNDUVA"";14187;980;-;-;-;-;55146;-;70313"
"""432215 TUNAS"";-;-;-;-;-;-;16924;-;16924"
"""432218 TUPANCI DO SUL"";-;-;-;-;-;-;22;-;22"
"""432220 TUPANCIRETA"";41957;1471;-;-;-;-;53506;-;96934"
"""432225 TUPANDI"";2231;-;-;-;-;-;18253;-;20484"
"""432230 TUPARENDI"";20182;1585;-;1;-;779;29006;-;51553"
"""432232 TURUCU"";2165;-;-;-;-;-;34257;-;36422"
"""432234 UBIRETAMA"";-;-;-;-;-;-;46;-;46"
"""432237 UNISTALDA"";-;-;-;-;-;-;3176;-;3176"
"""432240 URUGUAIANA"";277975;284800;260;2;164;1;468794;-;1031996"
"""432250 VACARIA"";135740;7035;-;-;-;-;735045;-;877820"
"""432252 VALE VERDE"";-;-;-;-;-;-;5023;-;5023"
"""432253 VALE DO SOL"";6104;10244;-;-;-;-;26376;-;42724"
"""432254 VALE REAL"";801;20;-;-;-;-;100;-;921"
"""432255 VANINI"";1853;-;-;-;-;-;2041;-;3894"
"""432260 VENANCIO AIRES"";460230;4450;-;-;-;-;541344;-;1006024"
"""432270 VERA CRUZ"";36613;361;-;4;-;-;216667;-;253645"
"""432280 VERANOPOLIS"";39426;6757;-;-;-;-;226293;-;272476"
"""432285 VESPASIANO CORREA"";-;-;-;-;-;-;2347;-;2347"
"""432290 VIADUTOS"";925;94;-;-;-;-;5930;-;6949"
"""432300 VIAMAO"";426216;8388;1;-;2;-;2101592;-;2536199"
"""432310 VICENTE DUTRA"";24532;2;-;-;-;-;24563;-;49097"
"""432320 VICTOR GRAEFF"";-;-;-;-;-;-;274;-;274"
"""432330 VILA FLORES"";2541;-;-;-;-;-;20460;-;23001"
"""432335 VILA LANGARO"";-;-;-;-;-;-;1763;-;1763"
"""432340 VILA MARIA"";13644;-;-;-;-;-;39204;-;52848"
"""432345 VILA NOVA DO SUL"";7345;2;-;-;-;-;2944;-;10291"
"""432360 VISTA ALEGRE DO PRATA"";-;-;-;-;-;-;4902;-;4902"
"""432370 VISTA GAUCHA"";25;77;-;-;-;-;9866;-;9968"
"""432375 VITORIA DAS MISSOES"";3111;-;-;-;-;-;194;-;3305"
"""432377 WESTFALIA"";-;-;-;-;-;-;2720;-;2720"
"""432380 XANGRI-LA"";9189;1751;-;-;5;-;146489;-;157434"
"""500020 AGUA CLARA"";13528;2942;-;-;-;-;176966;-;193436"
"""500025 ALCINOPOLIS"";2324;23;-;-;-;-;29055;-;31402"
"""500060 AMAMBAI"";8236;7272;2;1;-;-;162014;-;177525"
"""500070 ANASTACIO"";11665;-;-;-;-;-;205233;-;216898"
"""500080 ANAURILANDIA"";5758;166;-;-;-;-;97315;-;103239"
"""500085 ANGELICA"";1538;75;-;-;-;-;38377;-;39990"
"""500090 ANTONIO JOAO"";6407;405;-;-;-;-;126762;-;133574"
"""500100 APARECIDA DO TABOADO"";49002;11;-;-;-;-;452004;-;501017"
"""500110 AQUIDAUANA"";126163;9063;-;-;-;-;896470;-;1031696"
"""500124 ARAL MOREIRA"";364;15;-;-;-;-;42617;-;42996"
"""500150 BANDEIRANTES"";485;94;-;-;-;-;64934;-;65513"
"""500190 BATAGUASSU"";31521;-;-;-;-;-;396733;-;428254"
"""500200 BATAYPORA"";481;14943;1;-;-;-;52724;-;68149"
"""500210 BELA VISTA"";23462;2430;-;-;-;-;476379;-;502271"
"""500215 BODOQUENA"";564;2277;-;-;-;-;87318;-;90159"
"""500220 BONITO"";12442;359;92;-;-;-;113149;-;126042"
"""500230 BRASILANDIA"";6300;615;9;-;-;2;107377;-;114303"
"""500240 CAARAPO"";47577;2145;-;-;-;-;411848;-;461570"
"""500260 CAMAPUA"";6292;33;-;-;-;-;77375;-;83700"
"""500270 CAMPO GRANDE"";20468311;93894;21;29;3;1;10547628;-;31109887"
"""500280 CARACOL"";3966;-;-;-;-;-;22261;-;26227"
"""500290 CASSILANDIA"";262147;4;-;-;-;-;1188421;-;1450572"
"""500295 CHAPADAO DO SUL"";206986;5437;-;-;-;-;394541;-;606964"
"""500310 CORGUINHO"";621;-;-;-;-;-;11315;-;11936"
"""500315 CORONEL SAPUCAIA"";1443;-;-;-;-;-;137945;-;139388"
"""500320 CORUMBA"";204392;14619;-;-;-;-;884306;-;1103317"
"""500325 COSTA RICA"";39147;5100;-;2;1;-;256354;-;300604"
"""500330 COXIM"";85224;18086;-;1;-;-;705414;-;808725"
"""500345 DEODAPOLIS"";269;589;-;-;-;-;78700;-;79558"
"""500348 DOIS IRMAOS DO BURITI"";24245;167;-;-;-;-;195116;-;219528"
"""500350 DOURADINA"";5498;-;-;-;-;-;138320;-;143818"
"""500370 DOURADOS"";338931;83961;40;68;3;-;1849088;-;2272091"
"""500375 ELDORADO"";1145;304;-;-;-;-;52104;-;53553"
"""500380 FATIMA DO SUL"";27039;3478;-;-;-;-;180431;-;210948"
"""500390 FIGUEIRAO"";2281;8685;36;-;-;-;60822;-;71824"
"""500400 GLORIA DE DOURADOS"";-;178;-;-;-;-;45264;-;45442"
"""500410 GUIA LOPES DA LAGUNA"";4462;224;-;-;-;-;43766;-;48452"
"""500430 IGUATEMI"";3883;547;-;-;-;-;119827;-;124257"
"""500440 INOCENCIA"";1554;243;-;-;-;-;72904;-;74701"
"""500450 ITAPORA"";3180;377;1;-;-;-;113837;-;117395"
"""500460 ITAQUIRAI"";23182;1;-;-;-;-;200822;-;224005"
"""500470 IVINHEMA"";9987;15;-;-;-;-;356950;-;366952"
"""500480 JAPORA"";270;-;-;-;-;-;33;-;303"
"""500490 JARAGUARI"";7258;-;-;-;-;-;108450;-;115708"
"""500500 JARDIM"";20573;240;-;-;-;-;231212;-;252025"
"""500510 JATEI"";3033;-;-;-;-;-;83751;-;86784"
"""500515 JUTI"";25;12954;-;-;-;1;110885;-;123865"
"""500520 LADARIO"";5791;-;-;-;-;-;73537;-;79328"
"""500525 LAGUNA CARAPA"";67;16;-;-;-;-;47143;-;47226"
"""500540 MARACAJU"";59109;7629;-;-;-;-;527247;-;593985"
"""500560 MIRANDA"";55410;75704;-;-;-;1;298354;-;429469"
"""500568 MUNDO NOVO"";3824;-;-;-;-;-;61872;-;65696"
"""500570 NAVIRAI"";88823;6440;-;-;-;-;707346;-;802609"
"""500580 NIOAQUE"";-;2445;-;-;-;-;84704;-;87149"
"""500600 NOVA ALVORADA DO SUL"";2366;1924;-;-;-;-;140244;-;144534"
"""500620 NOVA ANDRADINA"";52357;569;-;-;-;-;484295;-;537221"
"""500625 NOVO HORIZONTE DO SUL"";77;432;-;-;-;-;24307;-;24816"
"""500627 PARAISO DAS AGUAS"";32138;12571;-;-;5;-;143134;-;187848"
"""500630 PARANAIBA"";71483;5299;1;-;-;-;1395884;-;1472667"
"""500635 PARANHOS"";339;12245;-;-;-;-;60159;-;72743"
"""500640 PEDRO GOMES"";880;491;-;-;-;-;57173;-;58544"
"""500660 PONTA PORA"";116541;7202;-;-;-;-;688037;-;811780"
"""500690 PORTO MURTINHO"";4427;7080;-;-;-;-;75771;-;87278"
"""500710 RIBAS DO RIO PARDO"";34413;705;2;-;-;-;346387;-;381507"
"""500720 RIO BRILHANTE"";39072;2066;-;-;-;-;448223;-;489361"
"""500730 RIO NEGRO"";486;862;-;-;-;-;26899;-;28247"
"""500740 RIO VERDE DE MATO GROSSO"";19539;2712;-;-;-;2;349463;-;371716"
"""500750 ROCHEDO"";1381;1183;-;-;-;-;98735;-;101299"
"""500755 SANTA RITA DO PARDO"";12800;585;-;-;-;-;250805;-;264190"
"""500769 SAO GABRIEL DO OESTE"";103634;1597;-;-;-;-;356667;-;461898"
"""500770 SETE QUEDAS"";1828;2252;-;-;-;-;49229;-;53309"
"""500780 SELVIRIA"";10201;5161;-;-;-;-;152236;-;167598"
"""500790 SIDROLANDIA"";26343;4532;-;-;-;-;364200;-;395075"
"""500793 SONORA"";41292;284;-;-;-;-;353038;-;394614"
"""500795 TACURU"";11336;22133;1;-;-;-;11153;-;44623"
"""500797 TAQUARUSSU"";153;1124;-;-;-;-;22939;-;24216"
"""500800 TERENOS"";14448;2433;-;-;-;-;248205;-;265086"
"""500830 TRES LAGOAS"";353551;255915;3;-;-;-;1165312;-;1774781"
"""500840 VICENTINA"";97;829;-;-;-;-;44268;-;45194"
"""510010 ACORIZAL"";1297;-;-;-;-;-;14074;-;15371"
"""510020 AGUA BOA"";283760;73969;83;1;3;1;95855;-;453672"
"""510025 ALTA FLORESTA"";159997;5449;3;2;6;-;734602;-;900059"
"""510030 ALTO ARAGUAIA"";80124;2738;1;-;6;-;172091;-;254960"
"""510035 ALTO BOA VISTA"";16836;-;-;1;-;-;12106;-;28943"
"""510040 ALTO GARCAS"";18636;7043;1;-;-;-;353484;-;379164"
"""510050 ALTO PARAGUAI"";3830;-;-;-;-;-;126892;-;130722"
"""510060 ALTO TAQUARI"";17205;7;11;-;-;-;118623;-;135846"
"""510080 APIACAS"";35765;934;1;-;-;-;624340;-;661040"
"""510100 ARAGUAIANA"";-;-;-;-;-;-;22379;-;22379"
"""510120 ARAGUAINHA"";1286;-;-;-;-;-;16912;-;18198"
"""510125 ARAPUTANGA"";73636;13069;-;-;-;-;99953;-;186658"
"""510130 ARENAPOLIS"";42793;1819;-;-;-;-;203661;-;248273"
"""510140 ARIPUANA"";53004;-;-;-;-;-;211218;-;264222"
"""510160 BARAO DE MELGACO"";4105;31;-;-;-;-;34923;-;39059"
"""510170 BARRA DO BUGRES"";96268;4015;5;-;-;-;607417;-;707705"
"""510180 BARRA DO GARCAS"";532614;289692;160;111;237;2;219579;-;1042395"
"""510185 BOM JESUS DO ARAGUAIA"";20705;3187;-;-;-;-;50849;-;74741"
"""510190 BRASNORTE"";83043;28;-;1;-;-;218719;-;301791"
"""510250 CACERES"";161376;225033;8;2;6;-;520076;-;906501"
"""510260 CAMPINAPOLIS"";110925;513;44;35;-;3;98696;-;210216"
"""510263 CAMPO NOVO DO PARECIS"";108526;30171;-;-;-;-;569741;-;708438"
"""510267 CAMPO VERDE"";312647;15713;9;8;8;1;558191;-;886577"
"""510268 CAMPOS DE JULIO"";124880;33725;1;-;-;-;116610;-;275216"
"""510269 CANABRAVA DO NORTE"";6882;-;-;-;-;-;31111;-;37993"
"""510270 CANARANA"";66745;10428;7;-;1;1;193924;-;271106"
"""510279 CARLINDA"";39984;-;-;-;-;-;110321;-;150305"
"""510285 CASTANHEIRA"";5720;-;-;-;-;-;123725;-;129445"
"""510300 CHAPADA DOS GUIMARAES"";142914;1;-;-;-;-;239992;-;382907"
"""510305 CLAUDIA"";142727;19010;-;-;-;-;22692;-;184429"
"""510310 COCALINHO"";9794;-;-;-;-;-;194551;-;204345"
"""510320 COLIDER"";467379;74423;2;-;2;2;560133;-;1101941"
"""510325 COLNIZA"";2735228;24837;15;14;-;-;89187;-;2849281"
"""510330 COMODORO"";116440;10489;-;-;-;-;136786;-;263715"
"""510335 CONFRESA"";89391;6224;-;-;-;-;287131;-;382746"
"""510336 CONQUISTA D'OESTE"";44491;-;-;-;-;-;62836;-;107327"
"""510337 COTRIGUACU"";82833;49;-;-;-;-;45894;-;128776"
"""510340 CUIABA"";13865832;34502;92;36;15;23;10549695;-;24450195"
"""510343 CURVELANDIA"";6391;-;-;-;-;-;4609;-;11000"
"""510345 DENISE"";23075;-;1;-;-;-;298276;-;321352"
"""510350 DIAMANTINO"";107220;3142;-;2;-;-;357350;-;467714"
"""510360 DOM AQUINO"";26;8235;10;-;-;-;37007;-;45278"
"""510370 FELIZ NATAL"";192064;313;-;1;-;1;1180;-;193559"
"""510380 FIGUEIROPOLIS D'OESTE"";29676;2;-;-;-;-;1051;-;30729"
"""510385 GAUCHA DO NORTE"";182703;4261;18;-;-;-;5110;-;192092"
"""510390 GENERAL CARNEIRO"";2688;112;3;-;-;-;30218;-;33021"
"""510395 GLORIA D'OESTE"";2794;1;-;-;-;-;17747;-;20542"
"""510410 GUARANTA DO NORTE"";238127;108934;8;18;24;1107;780298;-;1128516"
"""510420 GUIRATINGA"";30056;-;-;-;-;-;209029;-;239085"
"""510450 INDIAVAI"";1555;-;-;-;-;-;6018;-;7573"
"""510452 IPIRANGA DO NORTE"";184139;81;-;-;-;-;18102;-;202322"
"""510454 ITANHANGA"";36697;336;-;-;-;-;93515;-;130548"
"""510455 ITAUBA"";65520;12;10;3;-;-;54338;-;119883"
"""510460 ITIQUIRA"";49711;56;-;-;-;-;468654;-;518421"
"""510480 JACIARA"";123861;29;-;-;-;-;384902;-;508792"
"""510490 JANGADA"";18312;2;2;1;-;-;221150;-;239467"
"""510500 JAURU"";33459;4;-;-;-;-;15891;-;49354"
"""510510 JUARA"";197683;7875;-;32;-;-;512491;-;718081"
"""510515 JUINA"";748274;159505;45;12;151;4;99432;-;1007423"
"""510517 JURUENA"";11640;4927;18;1;13;3;32185;-;48787"
"""510520 JUSCIMEIRA"";26185;311;3;1;-;-;133063;-;159563"
"""510523 LAMBARI D'OESTE"";2180;-;-;-;-;-;13260;-;15440"
"""510525 LUCAS DO RIO VERDE"";118347;39501;-;-;-;-;1603572;-;1761420"
"""510530 LUCIARA"";959;-;-;-;-;-;13994;-;14953"
"""510550 VILA BELA DA SANTISSIMA TRINDADE"";90193;6;-;-;-;-;378484;-;468683"
"""510558 MARCELANDIA"";173380;134432;19;16;85;174;243040;-;551146"
"""510560 MATUPA"";469232;11965;79;6;-;2;63712;-;544996"
"""510562 MIRASSOL D'OESTE"";178346;-;-;-;-;-;325659;-;504005"
"""510590 NOBRES"";45515;1970;18;-;-;-;55955;-;103458"
"""510600 NORTELANDIA"";28861;-;-;-;-;-;39388;-;68249"
"""510610 NOSSA SENHORA DO LIVRAMENTO"";459;-;-;-;-;-;4146;-;4605"
"""510615 NOVA BANDEIRANTES"";26813;77;-;-;-;-;266933;-;293823"
"""510617 NOVA NAZARE"";1879;-;-;-;-;1;502583;-;504463"
"""510618 NOVA LACERDA"";41364;31;3;3;9;-;32690;-;74100"
"""510619 NOVA SANTA HELENA"";34610;-;-;-;-;-;28615;-;63225"
"""510620 NOVA BRASILANDIA"";23340;196;-;-;-;-;43869;-;67405"
"""510621 NOVA CANAA DO NORTE"";358394;120300;29;-;-;2;21830;-;500555"
"""510622 NOVA MUTUM"";531477;71977;2;-;-;-;165316;-;768772"
"""510623 NOVA OLIMPIA"";36161;-;-;-;-;-;352039;-;388200"
"""510624 NOVA UBIRATA"";249754;11;-;-;-;-;173228;-;422993"
"""510625 NOVA XAVANTINA"";365048;42633;9;15;12;1;3475;-;411193"
"""510626 NOVO MUNDO"";41107;525;-;-;-;-;64443;-;106075"
"""510627 NOVO HORIZONTE DO NORTE"";12790;36;-;-;-;-;78657;-;91483"
"""510628 NOVO SAO JOAQUIM"";44448;795;-;-;-;-;41365;-;86608"
"""510629 PARANAITA"";44124;5878;-;-;-;-;218747;-;268749"
"""510630 PARANATINGA"";23964;212;-;-;-;-;230853;-;255029"
"""510631 NOVO SANTO ANTONIO"";9875;8;-;-;-;-;12777;-;22660"
"""510637 PEDRA PRETA"";16759;73462;1;-;1;-;144901;-;235124"
"""510642 PEIXOTO DE AZEVEDO"";126298;137468;47;8;72;4;15865;-;279762"
"""510645 PLANALTO DA SERRA"";61750;83;25;1;34;-;88517;-;150410"
"""510650 POCONE"";86292;4201;-;-;-;-;310640;-;401133"
"""510665 PONTAL DO ARAGUAIA"";3845;-;-;-;-;-;69231;-;73076"
"""510670 PONTE BRANCA"";11014;7;-;-;-;-;57068;-;68089"
"""510675 PONTES E LACERDA"";306145;160109;1;2;24;8;840740;-;1307029"
"""510677 PORTO ALEGRE DO NORTE"";45048;-;-;-;-;-;108522;-;153570"
"""510680 PORTO DOS GAUCHOS"";98774;2468;-;-;-;-;96310;-;197552"
