"""Munic¡pio"";""2008/Jan"";""2008/Fev"";""2008/Mar"";""2008/Abr"";""2008/Mai"";""2008/Jun"";""2008/Jul"";""2008/Ago"";""2008/Set"";""2008/Out"";""2008/Nov"";""2008/Dez"";""2009/Jan"";""2009/Fev"";""2009/Mar"";""2009/Abr"";""2009/Mai"";""2009/Jun"";""2009/Jul"";""2009/Ago"";""2009/Set"";""2009/Out"";""2009/Nov"";""2009/Dez"";""2010/Jan"";""2010/Mar"";""2010/Abr"";""2010/Mai"";""2010/Jun"";""2010/Jul"";""2010/Ago"";""2010/Set"";""2010/Out"";""2010/Nov"";""2010/Dez"";""2011/Jan"";""2011/Fev"";""2011/Mar"";""2011/Abr"";""2011/Mai"";""2011/Jun"";""2011/Jul"";""2011/Ago"";""2011/Set"";""2011/Out"";""2011/Nov"";""2011/Dez"";""2012/Jan"";""2012/Fev"";""2012/Mar"";""2012/Abr"";""2012/Mai"";""2012/Jun"";""2012/Jul"";""2012/Ago"";""2012/Set"";""2012/Out"";""2012/Nov"";""2012/Dez"";""2013/Jan"";""2013/Fev"";""2013/Mar"";""2013/Abr"";""2013/Mai"";""2013/Jun"";""2013/Jul"";""2013/Ago"";""2013/Set"";""2013/Out"";""2013/Nov"";""2013/Dez"";""2014/Jan"";""2014/Fev"";""2014/Mar"";""2014/Abr"";""2014/Mai"";""2014/Jun"";""2014/Jul"";""2014/Ago"";""2014/Set"";""2014/Out"";""2014/Nov"";""2014/Dez"";""2015/Jan"";""2015/Fev"";""2015/Mar"";""2015/Abr"";""2015/Mai"";""2015/Jun"";""2015/Jul"";""2015/Ago"";""2015/Set"";""2015/Out"";""2015/Nov"";""2015/Dez"";""2016/Jan"";""2016/Fev"";""2016/Mar"";""2016/Abr"";""2016/Mai"";""2016/Jun"";""2016/Jul"";""2016/Ago"";""2016/Set"";""2016/Out"";""2016/Nov"";""2016/Dez"";""2017/Jan"";""2017/Fev"";""2017/Mar"";""2017/Abr"";""2017/Mai"";""2017/Jun"";""2017/Jul"";""2017/Ago"";""2017/Set"";""2017/Out"";""2017/Nov"";""2017/Dez"";""2018/Jan"";""2018/Fev"";""2018/Mar"";""2018/Abr"";""2018/Mai"";""2018/Jun"";""2018/Jul"";""2018/Ago"";""2018/Set"";""2018/Out"";""2018/Nov"";""2018/Dez"";""2019/Jan"";""2019/Fev"";""2019/Mar"";""2019/Abr"";""2019/Mai"";""2019/Jun"";""2019/Jul"";""2019/Ago"";""2019/Set"";""2019/Out"";""2019/Nov"";""2019/Dez"";""2020/Jan"";""2020/Fev"";""2020/Mar"";""2020/Abr"";""2020/Mai"";""2020/Jun"";""2020/Jul"";""2020/Ago"";""2020/Set"";""2020/Out"";""2020/Nov"";""2020/Dez"";""2021/Jan"";""2021/Fev"";""2021/Mar"";""2021/Abr"";""2021/Mai"";""2021/Jun"";""2021/Jul"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""421930 VIDEIRA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10747,61;145916,07;545282,81;451493,34;369345,79;462051,03;542565,47;443875,63;503385,62;509916,79;407263,46;560407,07;477940,23;392360,60;431400,73;370856,09;434321,16;525233,21;595427,77;524668,77;517547,00;502437,83;438192,75;546733,52;419245,72;525142,12;545533,75;582388,33;760719,35;754116,82;771489,47;760747,05;739609,40;845988,40;768433,31;713945,98;706104,39;608469,75;864175,18;778334,33;1062556,59;1030981,75;1105996,90;989035,80;1077123,08;1159893,27;1087533,15;1131284,97;1031884,47;867747,20;276063,67;32673914,55"
"""421935 VITOR MEIRELES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1399,52;4469,90;4155,74;4866,93;2882,83;8469,77;6454,08;9307,41;5865,71;7053,21;6850,95;5901,23;5854,56;4409,35;6529,19;4911,14;6416,06;3961,54;8957,06;12535,14;8605,57;4725,00;5284,94;6514,56;6625,47;4479,36;4212,90;7919,31;12545,94;8363,95;9696,93;10226,86;5695,31;7000,44;7656,68;10203,63;5946,05;7810,11;4451,40;4208,01;6258,43;-;2673,31;3690,24;4161,69;3853,98;5978,70;4778,08;-;-;294818,17"
"""421940 WITMARSUM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;738,59;1549,19;2342,59;2150,84;2405,26;-;220,15;1644,47;495,19;-;470,78;81,00;454,78;2063,59;3238,00;7991,71;7340,21;1332,51;-;1188,58;-;-;1102,41;-;1011,51;-;-;-;1319,61;195,00;-;137,79;2648,35;3053,31;607,41;-;9295,34;8654,65;5328,79;6166,24;13403,20;12903,00;13948,16;9054,42;8600,52;5085,69;1984,94;-;-;140207,78"
"""421950 XANXERE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25475,89;143317,19;575037,50;1664464,95;1923047,73;2039004,02;1970091,53;2058250,52;2211764,77;2364297,60;2656464,58;2504174,45;2495127,10;2202060,39;1950534,52;2620761,15;2293604,61;2114989,10;2298943,00;2737484,89;2618060,99;2391566,13;2691546,03;2383812,21;2476014,84;2627674,53;2556087,54;2692452,71;2706320,50;2715474,10;2663099,23;2610126,30;2698779,19;3120126,56;3287166,75;2812631,74;3104273,89;2606932,99;2734630,63;3103888,95;2408088,15;2512101,87;2283650,62;2540529,27;2581402,17;2515988,31;2365057,18;2656422,71;2640676,25;2320787,21;2090856,59;1733958,84;122099080,47"
"""421960 XAVANTINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;147,71;10995,75;9670,40;9473,55;11629,92;7444,28;8716,96;2740,04;6751,63;10232,92;14528,11;9666,43;5894,95;10127,32;11708,45;9340,65;11911,86;8240,06;5879,87;6243,96;10231,47;8316,31;7002,42;8783,93;7350,39;9493,10;9312,37;10310,68;8916,99;11294,36;10658,63;7416,16;10307,73;8346,12;14738,48;9468,03;8787,14;8318,72;12593,70;6717,48;7620,78;10861,22;8783,71;3143,26;1748,25;5656,07;13816,24;11770,19;9205,70;5834,34;438148,79"
"""421970 XAXIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7359,47;107302,43;74207,27;69505,75;80841,47;96610,39;102486,30;81938,74;96799,75;104428,95;74972,31;80535,44;71541,47;63356,43;69373,83;82973,52;89455,10;124350,31;119933,28;105492,83;99795,98;102497,75;82023,57;102474,41;79060,05;78102,76;72940,08;126991,34;96092,73;81151,00;67312,50;72459,38;87424,02;68162,54;65795,10;58740,06;51551,80;69047,80;57371,65;75860,69;61980,79;71295,40;78418,75;104852,96;80589,65;67783,08;76810,58;80297,82;70004,96;60500,78;4050855,02"
"""430003 ACEGUA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;563,73;917,79;3469,79;15541,69;14647,44;13274,49;17532,13;16098,49;19492,72;20398,83;17058,78;20221,41;19726,83;19394,29;20990,22;13986,32;15681,67;15182,42;21652,26;25281,62;21806,82;14725,02;18245,03;15617,94;15423,05;19100,33;14824,73;13551,60;14940,30;18061,16;21448,81;18563,65;18109,96;19428,69;13587,95;20904,08;13730,16;16699,40;12455,26;13914,18;15402,60;14978,48;19207,75;20301,10;19062,51;14416,26;13136,60;14949,78;14490,03;13396,81;10232,25;10455,44;826280,65"
"""430010 AGUDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1914,04;7232,28;31626,22;48602,59;53483,18;43119,51;31057,18;68016,84;72444,42;64774,08;76107,79;60282,75;67656,66;77196,28;79400,01;84191,87;76659,59;84714,98;86064,78;100287,38;88438,93;71548,65;72820,40;87301,13;82787,37;70989,69;74592,28;57086,75;58525,04;75825,35;77020,77;53731,08;74901,69;86664,95;86505,18;83322,35;89825,67;76577,86;51581,36;85886,69;62714,01;98567,71;103152,06;105927,05;90510,60;123294,24;93224,01;98257,09;110324,16;83634,26;58893,37;64702,04;3813966,22"
"""430020 AJURICABA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1888,48;26092,61;26130,07;11967,22;24117,12;20254,29;35644,77;25742,88;29933,52;39796,99;34174,28;27613,77;32554,05;32545,17;45956,91;55159,19;48179,13;51534,94;63216,05;55764,66;53625,29;47919,63;47698,66;51943,59;38344,51;58119,22;43735,32;44254,29;48971,66;41091,26;37592,37;47396,44;39291,81;39263,22;50569,00;48362,15;36336,39;41853,65;54206,25;31977,30;44491,21;49007,95;44997,12;40368,41;42008,40;48988,47;43787,84;50027,01;20726,39;49645,61;30311,24;-;-;2055177,76"
"""430030 ALECRIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;318,60;32951,92;31569,82;17429,77;28884,70;38732,90;36844,24;22692,93;44158,73;18150,43;42032,71;37716,62;40154,75;24145,09;32229,89;44605,73;27237,95;40637,45;29678,98;33035,90;35731,64;37682,26;62462,29;41201,57;23950,73;49992,10;56675,83;55991,34;49263,39;50743,17;44261,29;43466,43;49953,38;48066,06;26173,41;38805,71;37325,82;30058,61;27764,56;53618,55;19932,96;36267,80;34071,95;44855,31;44702,53;33729,02;32851,03;33218,79;31898,23;22507,47;1820432,34"
"""430040 ALEGRETE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36822,68;56632,38;306659,96;613024,38;439458,48;489146,33;482635,73;621361,07;583322,07;603762,65;600299,34;616888,21;612231,77;596432,89;571536,73;605935,76;541210,22;660190,52;737300,62;787490,67;640852,44;697922,41;703264,89;666977,04;664460,38;731466,56;691243,78;715480,28;714704,71;602125,14;853214,90;816447,40;698377,81;744495,29;722535,39;747910,71;758709,78;732149,41;733439,29;684353,50;712862,63;773814,57;709194,03;724055,61;792851,26;861736,87;889775,69;859772,29;845715,64;767734,94;815225,44;317795,47;33953008,01"
"""430050 ALPESTRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2584,40;17959,86;24123,59;13929,12;13645,40;20743,58;20610,48;13068,01;15516,67;15160,57;15696,70;10045,80;11431,97;15389,74;10461,92;17235,98;11146,06;21127,17;19951,82;15648,33;19270,19;13496,96;14845,03;21560,41;19217,25;24427,19;16235,29;16916,64;23110,31;15118,28;16766,70;22153,11;17717,70;14819,27;16370,80;16461,07;14438,43;19618,04;11479,72;16595,38;14928,69;16037,44;19348,93;16084,93;22050,46;13805,64;20560,68;13520,44;13865,53;13830,82;820128,50"
"""430060 ALVORADA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;395,31;109850,04;662756,80;440005,01;452423,98;433785,47;568987,97;391616,26;485137,59;443814,98;388466,01;382696,42;395284,05;427885,22;388804,47;431897,66;361599,45;446319,47;429109,37;434481,74;442692,76;407478,72;413061,16;246802,34;263015,78;250716,56;278798,61;251639,81;109785,62;16951,25;1867,57;-;67230,47;242739,90;223986,38;314846,23;301862,08;320794,87;337398,29;320259,03;375845,64;410897,71;433969,07;479194,31;433173,77;504158,57;511446,91;459313,92;456517,17;333201,29;198891,45;17483854,51"
"""430064 AMETISTA DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14504,49;23581,94;21298,41;31678,17;21092,45;17271,06;15223,39;15391,73;21101,36;19616,22;17872,25;11867,61;14377,01;8938,98;9656,81;12558,61;3861,91;6852,58;18634,35;20498,95;17188,14;13985,55;12113,96;26722,77;16672,67;17345,44;15267,12;11020,36;14754,92;22938,97;23169,02;19009,78;22029,19;22479,90;17284,93;18510,75;18017,31;14388,97;18385,84;13983,58;11668,15;20361,41;13374,65;20342,57;24839,48;18479,81;17053,92;27820,77;11615,44;3760,78;-;-;850464,43"
"""430070 ANTA GORDA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1064,72;8702,83;13561,04;13145,92;12488,71;11262,38;9525,14;12715,59;11724,82;14346,40;8234,39;8673,10;7226,20;12668,70;7274,73;13403,17;13716,11;14487,22;9858,86;10536,85;18161,51;10289,04;18683,15;16220,61;7898,94;12009,08;6374,69;12886,15;13366,48;7298,15;9315,60;18214,71;16046,70;10506,03;13516,96;19171,75;17893,07;14186,61;11977,85;14920,94;10100,98;22654,53;23530,42;20930,42;15755,00;16961,01;10006,01;14333,85;12304,02;-;630131,14"
"""430080 ANTONIO PRADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;171,00;1527,58;5772,32;51589,47;27593,90;30615,98;26463,53;43277,52;34745,93;45506,76;34869,84;34372,15;38999,17;33739,48;31875,07;39986,54;42174,02;48640,50;38986,63;59501,85;47190,85;40252,32;47226,55;49125,26;47829,58;57232,19;51730,93;60825,80;58335,05;54515,40;63441,76;39680,48;44079,18;53801,23;49535,76;41209,46;43179,00;40758,66;40081,17;37255,04;31666,84;54714,52;47072,54;38648,36;49156,18;44871,27;37113,95;28399,33;34113,00;23112,06;-;-;2026562,96"
"""430090 ARATIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1171,28;3953,91;36526,06;54098,76;40047,58;42921,69;12244,52;36107,37;35763,16;32738,29;26894,86;31066,12;35589,78;48288,82;34322,53;27693,57;33329,69;36695,80;34489,85;30871,10;37767,94;31212,04;31823,63;32422,79;38597,70;14828,43;36278,22;29765,03;33358,64;32196,02;31938,10;39721,99;43397,14;40373,11;15385,34;14769,69;12629,39;13858,69;135151,28;74176,39;21478,67;70258,29;53515,58;77390,96;96217,32;69214,78;63471,22;94766,91;67134,49;64297,70;65901,39;2118113,61"
"""430100 ARROIO DO MEIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4104,00;9415,26;25892,15;50843,78;146763,62;119918,24;141951,26;138732,22;137749,18;149571,65;146755,78;151590,78;129669,08;144164,97;152722,49;149580,60;136406,56;144690,27;168737,74;140683,30;149693,58;145905,54;142278,69;124777,86;109556,19;114797,77;115377,72;101364,15;112737,13;99374,76;126215,78;119638,52;46426,20;125916,96;120768,85;133887,35;120909,94;125218,67;110029,05;109630,31;132457,94;136585,18;134693,96;137320,42;157362,81;135535,20;150756,03;150599,93;145540,86;137867,99;128012,74;142275,18;84965,48;6518421,67"
"""430120 ARROIO DO TIGRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14098,00;54154,24;61617,87;69729,87;62610,23;70317,56;60822,67;84444,22;81902,11;73518,35;78215,19;57634,37;54331,99;46401,01;46298,33;52171,96;40223,72;48404,39;53725,11;53038,38;60204,17;49270,25;56784,54;58824,96;49211,77;56271,43;50973,80;58729,55;58136,03;66045,75;66211,79;57355,10;51631,09;74141,68;86624,80;77001,73;72728,14;60372,08;56297,27;79214,43;57709,17;67313,35;75424,50;67953,13;91942,81;86323,84;68332,72;84986,29;58730,47;55699,25;49591,24;34029,96;3207726,66"
