"""Munic°pio"";""101-5 ‡rg∆o P£blico do Poder Executivo Federal"";""102-3 ‡rg∆o P£blico do Poder Executivo Estadual ou do Distrito Federal"";""103-1 ‡rg∆o P£blico do Poder Executivo Municipal"";""110-4 Autarquia Federal"";""111-2 Autarquia Estadual ou do Distrito Federal"";""112-0 Autarquia Municipal"";""113-9 Fundaá∆o P£blica de Direito P£blico Federal"";""114-7 Fundaá∆o P£blica de Direito P£blico Estadual ou do Distrito Federal"";""115-5 Fundaá∆o P£blica de Direito P£blico Municipal"";""118-0 ‡rg∆o P£blico Autìnomo Municipal"";""121-0 Cons¢rcio P£blico de Direito P£blico (Associaá∆o P£blica)"";""122-8 Cons¢rcio P£blico de Direito Privado"";""123-6 Estado ou Distrito Federal"";""124-4 Munic°pio"";""126-0 Fundaá∆o P£blica de Direito Privado Estadual ou do Distrito Federal"";""127-9 Fundaá∆o P£blica de Direito Privado Municipal"";""201-1 Empresa P£blica"";""205-4 Sociedade Anìnima Fechada"";""206-2 Sociedade Empres†ria Limitada"";""208-9 Sociedade Empres†ria em Comandita Simples"";""213-5 Empres†rio (Individual)"";""214-3 Cooperativa"";""224-0 Sociedade Simples Limitada"";""306-9 Fundaá∆o Privada"";""307-7 Serviáo Social Autìnomo"";""313-1 Entidade Sindical"";""399-9 Associaá∆o Privada"";""Total"""
"""314600 OURO FINO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3884;3884"
"""314610 OURO PRETO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5479;5479"
"""314630 PADRE PARAISO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1996;1996"
"""314650 PAINS"";-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;200"
"""314670 PALMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167;167"
"""314700 PARACATU"";-;-;-;-;-;-;-;-;-;-;-;-;-;8033;-;-;-;-;-;-;-;-;-;-;-;-;-;8033"
"""314710 PARA DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;8365;8412"
"""314720 PARAGUACU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1081;-;-;-;1081"
"""314730 PARAISOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;912;912"
"""314750 PASSABEM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;50"
"""314760 PASSA QUATRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1152;1152"
"""314770 PASSA TEMPO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;365;365"
"""314790 PASSOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2928;-;-;15882;18810"
"""314800 PATOS DE MINAS"";-;-;-;-;-;-;-;8533;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12634;21167"
"""314810 PATROCINIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;214;-;-;-;-;-;-;-;7217;7431"
"""314860 PECANHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3294;-;-;-;3294"
"""314870 PEDRA AZUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3170;3170"
"""314910 PEDRALVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;277;277"
"""314930 PEDRO LEOPOLDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;179;-;-;-;-;-;-;-;-;-;-;-;-;622;801"
"""314980 PERDIZES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;968;968"
"""314990 PERDOES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;937;937"
"""315030 PIEDADE DO RIO GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;120"
"""315050 PIMENTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;202;-;-;-;-;-;-;-;-;-;-;-;-;-;202"
"""315080 PIRANGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;477;477"
"""315110 PIRAPETINGA"";-;-;-;-;-;-;-;-;619;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;619"
"""315120 PIRAPORA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7813;-;-;-;7813"
"""315140 PITANGUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1474;1474"
"""315150 PIUMHI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5190;5190"
"""315170 POCO FUNDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4379;4379"
"""315180 POCOS DE CALDAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4016;-;-;-;-;-;-;-;11082;15098"
"""315190 POCRANE"";-;-;-;-;-;-;-;-;-;-;-;-;-;177;-;-;-;-;-;-;-;-;-;-;-;-;-;177"
"""315200 POMPEU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1278;1278"
"""315210 PONTE NOVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5560;-;-;6782;12342"
"""315220 PORTEIRINHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2868;2868"
"""315240 POTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;493;493"
"""315250 POUSO ALEGRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20282;-;-;-;20282"
"""315260 POUSO ALTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287;287"
"""315270 PRADOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;452;452"
"""315280 PRATA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;973;973"
"""315290 PRATAPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;29"
"""315310 PRESIDENTE BERNARDES"";-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;90"
"""315340 PRESIDENTE OLEGARIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;534;-;-;-;-;-;-;-;-;-;-;-;-;-;534"
"""315400 RAUL SOARES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3879;3879"
"""315410 RECREIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;511;511"
"""315420 RESENDE COSTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1181;1181"
"""315430 RESPLENDOR"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4115;4115"
"""315460 RIBEIRAO DAS NEVES"";-;-;-;-;-;-;-;-;-;-;-;-;-;4949;-;-;-;-;-;-;-;-;-;-;-;-;-;4949"
"""315470 RIBEIRAO VERMELHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;-;-;-;168"
"""315490 RIO CASCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;778;778"
"""315520 RIO ESPERA"";-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;65"
"""315550 RIO PARANAIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;252;-;-;-;-;-;-;-;-;-;-;-;-;-;252"
"""315560 RIO PARDO DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1185;1185"
"""315570 RIO PIRACICABA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;285;285"
"""315580 RIO POMBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1998;1998"
"""315590 RIO PRETO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;239;239"
"""315600 RIO VERMELHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;454;454"
"""315640 ROMARIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;30"
"""315660 RUBIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;484;484"
"""315670 SABARA"";-;-;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1356;1491"
"""315680 SABINOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1268;1268"
"""315690 SACRAMENTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1595;1595"
"""315700 SALINAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;6472;-;-;-;-;-;-;-;-;-;-;-;-;-;6472"
"""315710 SALTO DA DIVISA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;251;-;-;-;251"
"""315720 SANTA BARBARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1477;1477"
"""315770 SANTA JULIANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;230;-;-;-;-;-;-;-;-;-;-;-;-;-;230"
"""315780 SANTA LUZIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;2318;-;-;-;-;-;-;-;-;-;-;-;-;2175;4493"
"""315790 SANTA MARGARIDA"";-;-;-;-;-;-;-;-;-;-;-;-;-;863;-;-;-;-;-;-;-;-;-;-;-;-;-;863"
"""315800 SANTA MARIA DE ITABIRA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155;155"
"""315820 SANTA MARIA DO SUACUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2241;2241"
"""315930 SANTA RITA DE JACUTINGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230;230"
"""315960 SANTA RITA DO SAPUCAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4191;-;-;-;4191"
"""315980 SANTA VITORIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;861;-;-;-;-;-;-;-;-;861"
"""315990 SANTO ANTONIO DO AMPARO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3753;3753"
"""316040 SANTO ANTONIO DO MONTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4628;4628"
"""316070 SANTOS DUMONT"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2559;2559"
"""316100 SAO DOMINGOS DO PRATA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;724;724"
"""316110 SAO FRANCISCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;4745;-;-;-;-;-;-;-;-;-;-;-;-;-;4745"
"""316200 SAO GONCALO DO SAPUCAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1528;1528"
"""316210 SAO GOTARDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;2228;-;-;-;-;-;-;-;-;-;-;-;-;-;2228"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;220"
"""316240 SAO JOAO DA PONTE"";-;-;-;-;-;-;-;-;1997;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1997"
"""316250 SAO JOAO DEL REI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9323;9323"
"""316257 SAO JOAO DO MANTENINHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;284;-;-;-;-;-;-;-;-;-;-;-;-;-;284"
"""316270 SAO JOAO DO PARAISO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1635;-;-;-;1635"
"""316280 SAO JOAO EVANGELISTA"";-;-;-;-;-;-;-;-;2228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2228"
"""316290 SAO JOAO NEPOMUCENO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1477;1477"
"""316370 SAO LOURENCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9124;-;-;-;9124"
"""316390 SAO PEDRO DA UNIAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107;107"
"""316420 SAO ROMAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;318;-;-;-;-;-;-;-;-;-;-;-;-;-;318"
"""316430 SAO ROQUE DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;52"
"""316470 SAO SEBASTIAO DO PARAISO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;655;-;-;9759;10414"
"""316500 SAO TIAGO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;503;503"
"""316530 SAO VICENTE DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;398;398"
"""316570 SENADOR FIRMINO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186;186"
"""316680 SERRA DO SALITRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;955;-;-;-;-;-;-;-;-;-;-;-;-;-;955"
"""316690 SERRANIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123;123"
"""316710 SERRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3328;3328"
"""316720 SETE LAGOAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;9380;-;-;-;-;-;-;-;-;-;-;-;-;11542;20922"
"""316800 TAIOBEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10284;-;-;-;10284"
"""316840 TARUMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4244;4244"
"""316860 TEOFILO OTONI"";-;-;-;-;-;-;-;-;-;-;-;-;-;4651;-;-;-;-;48;-;-;-;-;-;-;-;15798;20497"
"""316870 TIMOTEO"";-;-;-;-;-;-;-;-;-;-;-;-;-;3833;-;-;-;-;-;-;-;-;-;-;-;-;-;3833"
"""316890 TIROS"";-;-;-;-;-;-;-;-;-;-;-;-;-;241;-;-;-;-;-;-;-;-;-;-;-;-;-;241"
"""316920 TOMBOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;435;435"
"""316930 TRES CORACOES"";-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5505;-;-;-;5518"
"""316935 TRES MARIAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1660;-;-;-;-;-;-;-;-;-;-;-;1660"
"""316940 TRES PONTAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5358;5358"
"""316960 TUPACIGUARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;1428;-;-;-;-;-;-;-;-;-;-;-;-;-;1428"
"""316970 TURMALINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3617;3617"
"""316990 UBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;308;-;-;-;-;-;-;-;-;-;-;-;-;12178;12486"
"""317010 UBERABA"";-;-;-;18092;-;-;-;-;-;-;-;-;-;6283;-;-;-;-;-;-;-;-;-;-;-;-;11101;35476"
"""317020 UBERLANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;41103;-;-;21439;2;4158;-;-;-;-;-;-;-;-;66702"
"""317040 UNAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;6408;-;-;-;-;7;-;-;-;-;-;-;-;-;6415"
"""317043 UNIAO DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;41"
"""317052 URUCUIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;652;-;-;-;-;-;-;-;-;-;-;-;-;-;652"
"""317070 VARGINHA"";-;-;-;-;-;-;-;-;6538;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7536;-;-;-;14074"
"""317080 VARZEA DA PALMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;1457;-;-;-;-;-;-;-;-;-;-;-;-;-;1457"
"""317090 VARZELANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;511;-;-;-;511"
"""317100 VAZANTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;1300;-;-;-;-;-;-;-;-;-;-;-;-;-;1300"
"""317120 VESPASIANO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2135;2135"
"""317130 VICOSA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2780;-;-;4731;7511"
"""317160 VIRGEM DA LAPA"";-;-;-;-;-;-;-;-;-;-;-;-;-;327;-;-;-;-;-;-;-;-;-;-;-;-;-;327"
"""317170 VIRGINIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;330;330"
"""317180 VIRGINOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1207;1207"
"""317200 VISCONDE DO RIO BRANCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4092;4092"
"""320010 AFONSO CLAUDIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1572;1572"
"""320020 ALEGRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1047;1047"
"""320040 ANCHIETA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;698;698"
"""320050 APIACA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;590;590"
"""320060 ARACRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7631;-;-;-;7631"
"""320080 BAIXO GUANDU"";-;1848;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1848"
"""320090 BARRA DE SAO FRANCISCO"";-;3348;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3348"
"""320100 BOA ESPERANCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;422;422"
"""320120 CACHOEIRO DE ITAPEMIRIM"";-;394;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33090;33484"
"""320130 CARIACICA"";-;3069;-;-;-;-;-;-;-;-;-;-;-;4115;-;-;-;422;-;-;-;-;-;-;-;-;-;7606"
"""320140 CASTELO"";-;-;-;-;-;-;-;-;-;-;-;-;-;1117;-;-;-;-;-;-;-;-;-;-;-;-;-;1117"
"""320150 COLATINA"";-;5685;-;-;-;-;-;-;-;-;-;-;-;-;2326;-;-;-;-;-;-;-;-;15630;-;-;3302;26943"
"""320190 DOMINGOS MARTINS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2111;2111"
"""320210 ECOPORANGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;402;-;-;-;402"
"""320230 GUACUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3612;3612"
"""320240 GUARAPARI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6867;6867"
"""320245 IBATIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;670;-;-;-;-;-;-;-;-;-;-;-;-;-;670"
"""320280 ITAPEMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5539;5539"
"""320290 ITARANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;272;272"
"""320300 IUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1257;1257"
"""320305 JAGUARE"";-;-;-;-;-;-;-;-;-;-;-;-;-;605;-;-;-;-;-;-;-;-;-;-;-;-;-;605"
"""320310 JERONIMO MONTEIRO"";-;2706;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2706"
"""320313 JOAO NEIVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;469;469"
"""320316 LARANJA DA TERRA"";-;-;-;-;-;-;-;-;-;-;-;-;-;226;-;-;-;-;-;-;-;-;-;-;-;-;-;226"
"""320320 LINHARES"";-;-;-;-;-;-;-;-;-;-;-;-;-;5220;-;-;-;-;-;-;-;-;-;10947;-;-;-;16167"
"""320340 MIMOSO DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1080;1080"
"""320350 MONTANHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488;488"
"""320360 MUCURICI"";-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;200"
"""320370 MUNIZ FREIRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;394;394"
"""320380 MUQUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;67"
"""320390 NOVA VENECIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2277;2277"
"""320400 PANCAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;-;-;86"
"""320405 PEDRO CANARIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1231;1231"
"""320410 PINHEIROS"";-;-;-;-;-;-;-;-;-;-;-;-;-;394;-;-;-;-;-;-;-;-;-;-;-;-;-;394"
"""320435 RIO BANANAL"";-;-;-;-;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;92"
"""320450 SANTA LEOPOLDINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1603;1603"
"""320455 SANTA MARIA DE JETIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2383;2383"
"""320460 SANTA TERESA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4464;4464"
"""320470 SAO GABRIEL DA PALHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;276;-;-;-;-;-;-;-;-;-;-;-;-;-;276"
"""320480 SAO JOSE DO CALCADO"";-;1977;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1977"
"""320490 SAO MATEUS"";-;14225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4132;18357"
"""320500 SERRA"";-;16413;-;-;-;-;-;-;-;-;-;-;-;8019;12912;-;-;-;-;-;-;-;-;-;-;-;-;37344"
"""320503 VARGEM ALTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;495;495"
"""320506 VENDA NOVA DO IMIGRANTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3814;3814"
"""320520 VILA VELHA"";-;18668;-;-;-;-;-;-;-;-;-;-;-;1254;7800;-;-;-;-;-;-;-;-;-;-;-;14645;42367"
"""320530 VITORIA"";-;26753;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13161;-;-;-;-;-;-;-;-;-;30215;70129"
"""330010 ANGRA DOS REIS"";-;-;3374;-;-;-;-;-;6284;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1285;-;-;-;10943"
"""330015 APERIBE"";-;-;-;-;-;-;-;-;-;-;-;-;-;1552;-;-;-;-;-;-;-;-;-;-;-;-;-;1552"
"""330020 ARARUAMA"";-;3469;2446;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5915"
"""330022 AREAL"";-;-;-;-;-;-;-;-;-;-;-;-;-;287;-;-;-;-;-;-;-;-;-;-;-;-;-;287"
"""330023 ARMACAO DOS BUZIOS"";-;-;3307;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3307"
"""330025 ARRAIAL DO CABO"";-;-;2949;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2949"
"""330030 BARRA DO PIRAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5006;5006"
"""330040 BARRA MANSA"";-;-;2097;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;17952;20129"
